FULL SYSTEM TEST
---------------
Populating A and B...
Calculating reference values of C...
CWRITE: low word, high word, address 0 | 0 @300 @308
data word val, addr: b5f2ad9c428a1965 | 228
data word val, addr: 7918326d5dcb281d | 230
data word val, addr: d048b0802d611979 | 238
data word val, addr: ec688d520ff3c55d | 200
data word val, addr: a6173a9aaacc4cc2 | 208
data word val, addr: 966a30970a93349d | 210
data word val, addr: 95278fe3204996df | 218
data word val, addr: dbc414a20fe1b165 | 220
data word val, addr: c4d70d4c1ba19d73 | 228
data word val, addr: 958a3f3614e16d2f | 230
data word val, addr: 1e4e22350cdd7ffb | 238
Performing Calculation...
Reading Output from C...
low word, high word, address 214703fce7125ea4 | c2f45bf8a8e8c7a5 @300 @308
low word, high word, address df2b1856fc5d5432 | ec8a59f70be1ffb7 @310 @318
low word, high word, address 7043c68398b0598d | 4b36b7a6fc3a3e73 @320 @328
low word, high word, address f463c61b00a130a6 | b79024c4f76be099 @330 @338
low word, high word, address 75eb4330bb35b47a | f9411bd1474b272d @340 @348
low word, high word, address ff36106545769c98 | 84a1ccdd9000a298 @350 @358
low word, high word, address ab73ae1cd46788a6 | 1867fca7f0db0931 @360 @368
low word, high word, address 400db111a500ee2 | fd8cd486e2f5226b @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 633d11e9445e1f38 | 100
data word val, addr: ebd0c00a229b4aa7 | 200
data word val, addr: 5c6931f33a14a299 | 108
data word val, addr: 46c701a9eb1b9c1 | 208
data word val, addr: ddef0b82a9e57c97 | 110
data word val, addr: 8953470687438719 | 210
data word val, addr: d6046fb91200b5d1 | 118
data word val, addr: d570d331dc5cb23d | 218
data word val, addr: eff7d63d3bf18eb8 | 120
data word val, addr: 1614006d62caeb25 | 220
data word val, addr: 8d4a83b5c585cea6 | 128
data word val, addr: ec3eb73266eb199e | 228
data word val, addr: 68e08a686aa70623 | 130
data word val, addr: 4fd407ee4f8ea18a | 230
data word val, addr: a999dfcff54577f1 | 138
data word val, addr: 6507951f8bf9c8bb | 238
data word val, addr: 8c34bdc076fce507 | 100
data word val, addr: 932fdf0db3cd6e50 | 200
data word val, addr: 5cea5f3c5cdd3b3d | 108
data word val, addr: eb3b302f968f32dc | 208
data word val, addr: 4b7277dc264be62a | 110
data word val, addr: 360ebb7d192ef0eb | 210
data word val, addr: 5d8424e1b9803567 | 118
data word val, addr: 2b5e45f17a8e0f6e | 218
data word val, addr: d6dd36fbc90191eb | 120
data word val, addr: 9d0a06814a14d02f | 220
data word val, addr: cdc567597c6aa298 | 128
data word val, addr: 97a5c11e6ee04554 | 228
data word val, addr: 73ac8641087612b7 | 130
data word val, addr: 687fae2adc69c799 | 230
data word val, addr: e573926997ca72d2 | 138
data word val, addr: e7716df021ce391 | 238
data word val, addr: ebd0c00a229b4aa7 | 200
data word val, addr: 46c701a9eb1b9c1 | 208
data word val, addr: 8953470687438719 | 210
data word val, addr: d570d331dc5cb23d | 218
data word val, addr: 1614006d62caeb25 | 220
data word val, addr: ec3eb73266eb199e | 228
data word val, addr: 4fd407ee4f8ea18a | 230
data word val, addr: 6507951f8bf9c8bb | 238
data word val, addr: 932fdf0db3cd6e50 | 200
data word val, addr: eb3b302f968f32dc | 208
data word val, addr: 360ebb7d192ef0eb | 210
data word val, addr: 2b5e45f17a8e0f6e | 218
data word val, addr: 9d0a06814a14d02f | 220
data word val, addr: 97a5c11e6ee04554 | 228
data word val, addr: 687fae2adc69c799 | 230
data word val, addr: e7716df021ce391 | 238
Performing Calculation...
Reading Output from C...
low word, high word, address a920f6f79db2bda7 | fb5a3959e11f15c8 @300 @308
low word, high word, address 9992d2cabefece2 | 33b206d6ba6c05cb @310 @318
low word, high word, address ba7bff08ffe7e978 | 6f913f86355c0aa @320 @328
low word, high word, address 396a35651a19fbcf | e18d048cd9c9ec13 @330 @338
low word, high word, address 2c7b4beafddf634e | 3aee08e46e0ce5 @340 @348
low word, high word, address 4680f9cf379b336c | 367986183e9e9dc1 @350 @358
low word, high word, address dce7fe4af34b31d8 | 461a0161c3dd3842 @360 @368
low word, high word, address 99752c97f7733886 | a11f4a1477d7ec69 @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: dd1a3f74f2bffd00 | 100
data word val, addr: ab1eb38d42e7b6c8 | 200
data word val, addr: a603391f5bb6590d | 108
data word val, addr: 7195b04b7de6782b | 208
data word val, addr: 562fc3adde6a387d | 110
data word val, addr: ac67ecdad9b7ab7e | 210
data word val, addr: 26cdcf6020f2e9ab | 118
data word val, addr: ad4daa1d825fb7c8 | 218
data word val, addr: 29491f45d1aec13e | 120
data word val, addr: 5fad412bac20b892 | 220
data word val, addr: e890aec32dd44f6f | 128
data word val, addr: b5f2ad9c428a1965 | 228
data word val, addr: 40e21ad0850b498 | 130
data word val, addr: 7918326d5dcb281d | 230
data word val, addr: b7bfca93935d552e | 138
data word val, addr: d048b0802d611979 | 238
data word val, addr: c493496cf9ca3524 | 100
data word val, addr: ec688d520ff3c55d | 200
data word val, addr: c4de769ce52a16e7 | 108
data word val, addr: a6173a9aaacc4cc2 | 208
data word val, addr: a7b8c9dc877cc8c6 | 110
data word val, addr: 966a30970a93349d | 210
data word val, addr: fa00360ca89c0613 | 118
data word val, addr: 95278fe3204996df | 218
data word val, addr: 31df0f06cabdeb34 | 120
data word val, addr: dbc414a20fe1b165 | 220
data word val, addr: 60a7f3e10f681607 | 128
data word val, addr: c4d70d4c1ba19d73 | 228
data word val, addr: 46cf9f87b5fa5ade | 130
data word val, addr: 958a3f3614e16d2f | 230
data word val, addr: fddeb046c0fa65e8 | 138
data word val, addr: 1e4e22350cdd7ffb | 238
data word val, addr: ab1eb38d42e7b6c8 | 200
data word val, addr: 7195b04b7de6782b | 208
data word val, addr: ac67ecdad9b7ab7e | 210
data word val, addr: ad4daa1d825fb7c8 | 218
data word val, addr: 5fad412bac20b892 | 220
data word val, addr: b5f2ad9c428a1965 | 228
data word val, addr: 7918326d5dcb281d | 230
data word val, addr: d048b0802d611979 | 238
data word val, addr: ec688d520ff3c55d | 200
data word val, addr: a6173a9aaacc4cc2 | 208
data word val, addr: 966a30970a93349d | 210
data word val, addr: 95278fe3204996df | 218
data word val, addr: dbc414a20fe1b165 | 220
data word val, addr: c4d70d4c1ba19d73 | 228
data word val, addr: 958a3f3614e16d2f | 230
data word val, addr: 1e4e22350cdd7ffb | 238
Performing Calculation...
Reading Output from C...
low word, high word, address fccdec76fe57bbfb | 43fcb26e23c31ea1 @300 @308
low word, high word, address 316f371191cb2bf | 2ad8b3b9d99746bf @310 @318
low word, high word, address 67dbebdcfdbf633e | d09e5281b90db791 @320 @328
low word, high word, address 9942560ce545d071 | 1f0aed1b29861fb3 @330 @338
low word, high word, address 27ed010bf835d402 | 2517ecc72026e29a @340 @348
low word, high word, address 5b736a6fc07b751 | ced0eed5b6f8e302 @350 @358
low word, high word, address d97ce310fabd63c5 | c18a51b70fcef69d @360 @368
low word, high word, address 4e3eacf822d9397f | f168f22af4e7f5b2 @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: dd1a3f74f2bffd00 | 100
data word val, addr: ebd0c00a229b4aa7 | 200
data word val, addr: a603391f5bb6590d | 108
data word val, addr: 46c701a9eb1b9c1 | 208
data word val, addr: 562fc3adde6a387d | 110
data word val, addr: 8953470687438719 | 210
data word val, addr: 26cdcf6020f2e9ab | 118
data word val, addr: d570d331dc5cb23d | 218
data word val, addr: 29491f45d1aec13e | 120
data word val, addr: 1614006d62caeb25 | 220
data word val, addr: e890aec32dd44f6f | 128
data word val, addr: ec3eb73266eb199e | 228
data word val, addr: 40e21ad0850b498 | 130
data word val, addr: 4fd407ee4f8ea18a | 230
data word val, addr: b7bfca93935d552e | 138
data word val, addr: 6507951f8bf9c8bb | 238
data word val, addr: c493496cf9ca3524 | 100
data word val, addr: 932fdf0db3cd6e50 | 200
data word val, addr: c4de769ce52a16e7 | 108
data word val, addr: eb3b302f968f32dc | 208
data word val, addr: a7b8c9dc877cc8c6 | 110
data word val, addr: 360ebb7d192ef0eb | 210
data word val, addr: fa00360ca89c0613 | 118
data word val, addr: 2b5e45f17a8e0f6e | 218
data word val, addr: 31df0f06cabdeb34 | 120
data word val, addr: 9d0a06814a14d02f | 220
data word val, addr: 60a7f3e10f681607 | 128
data word val, addr: 97a5c11e6ee04554 | 228
data word val, addr: 46cf9f87b5fa5ade | 130
data word val, addr: 687fae2adc69c799 | 230
data word val, addr: fddeb046c0fa65e8 | 138
data word val, addr: e7716df021ce391 | 238
data word val, addr: ebd0c00a229b4aa7 | 200
data word val, addr: 46c701a9eb1b9c1 | 208
data word val, addr: 8953470687438719 | 210
data word val, addr: d570d331dc5cb23d | 218
data word val, addr: 1614006d62caeb25 | 220
data word val, addr: ec3eb73266eb199e | 228
data word val, addr: 4fd407ee4f8ea18a | 230
data word val, addr: 6507951f8bf9c8bb | 238
data word val, addr: 932fdf0db3cd6e50 | 200
data word val, addr: eb3b302f968f32dc | 208
data word val, addr: 360ebb7d192ef0eb | 210
data word val, addr: 2b5e45f17a8e0f6e | 218
data word val, addr: 9d0a06814a14d02f | 220
data word val, addr: 97a5c11e6ee04554 | 228
data word val, addr: 687fae2adc69c799 | 230
data word val, addr: e7716df021ce391 | 238
Performing Calculation...
Reading Output from C...
low word, high word, address 7f5ec2a01e77ed27 | 1fc8f66eec7f331f @300 @308
low word, high word, address 4279e2a707ecf992 | ef11402e149d2674 @310 @318
low word, high word, address 7cf7cc28c975a786 | f920f8b20b5cde67 @320 @328
low word, high word, address efc135e9e8a1575e | 13141522fe6027a2 @330 @338
low word, high word, address 7846a1e731c8b826 | 5227ac1fae7a145f @340 @348
low word, high word, address af5a069c3d121d10 | da280be8110deeec @350 @358
low word, high word, address d83660c1d2ba206b | dd00101602d5da3b @360 @368
low word, high word, address 9701ff2716bc00c1 | aea0fd4872c6ba85 @370 @378
Calculation finished. Testing values...
row: 0, col: 0 | got: 5ea4, expected 5ea4 [OK]
row: 0, col: 1 | got: e712, expected e712 [OK]
row: 0, col: 2 | got: 3fc, expected 3fc [OK]
row: 0, col: 3 | got: 2147, expected 2147 [OK]
row: 0, col: 4 | got: c7a5, expected c7a5 [OK]
row: 0, col: 5 | got: a8e8, expected a8e8 [OK]
row: 0, col: 6 | got: 5bf8, expected 5bf8 [OK]
row: 0, col: 7 | got: c2f4, expected c2f4 [OK]
row: 0, col: 8 | got: bda7, expected bda7 [OK]
row: 0, col: 9 | got: 9db2, expected 9db2 [OK]
row: 0, col: 10 | got: f6f7, expected f6f7 [OK]
row: 0, col: 11 | got: a920, expected a920 [OK]
row: 0, col: 12 | got: 15c8, expected 15c8 [OK]
row: 0, col: 13 | got: e11f, expected e11f [OK]
row: 0, col: 14 | got: 3959, expected 3959 [OK]
row: 0, col: 15 | got: fb5a, expected fb5a [OK]
row: 1, col: 0 | got: 5432, expected 5432 [OK]
row: 1, col: 1 | got: fc5d, expected fc5d [OK]
row: 1, col: 2 | got: 1856, expected 1856 [OK]
row: 1, col: 3 | got: df2b, expected df2b [OK]
row: 1, col: 4 | got: ffb7, expected ffb7 [OK]
row: 1, col: 5 | got: be1, expected be1 [OK]
row: 1, col: 6 | got: 59f7, expected 59f7 [OK]
row: 1, col: 7 | got: ec8a, expected ec8a [OK]
row: 1, col: 8 | got: ece2, expected ece2 [OK]
row: 1, col: 9 | got: abef, expected abef [OK]
row: 1, col: 10 | got: 2d2c, expected 2d2c [OK]
row: 1, col: 11 | got: 999, expected 999 [OK]
row: 1, col: 12 | got: 5cb, expected 5cb [OK]
row: 1, col: 13 | got: ba6c, expected ba6c [OK]
row: 1, col: 14 | got: 6d6, expected 6d6 [OK]
row: 1, col: 15 | got: 33b2, expected 33b2 [OK]
row: 2, col: 0 | got: 598d, expected 598d [OK]
row: 2, col: 1 | got: 98b0, expected 98b0 [OK]
row: 2, col: 2 | got: c683, expected c683 [OK]
row: 2, col: 3 | got: 7043, expected 7043 [OK]
row: 2, col: 4 | got: 3e73, expected 3e73 [OK]
row: 2, col: 5 | got: fc3a, expected fc3a [OK]
row: 2, col: 6 | got: b7a6, expected b7a6 [OK]
row: 2, col: 7 | got: 4b36, expected 4b36 [OK]
row: 2, col: 8 | got: e978, expected e978 [OK]
row: 2, col: 9 | got: ffe7, expected ffe7 [OK]
row: 2, col: 10 | got: ff08, expected ff08 [OK]
row: 2, col: 11 | got: ba7b, expected ba7b [OK]
row: 2, col: 12 | got: c0aa, expected c0aa [OK]
row: 2, col: 13 | got: 6355, expected 6355 [OK]
row: 2, col: 14 | got: 13f8, expected 13f8 [OK]
row: 2, col: 15 | got: 6f9, expected 6f9 [OK]
row: 3, col: 0 | got: 30a6, expected 30a6 [OK]
row: 3, col: 1 | got: a1, expected a1 [OK]
row: 3, col: 2 | got: c61b, expected c61b [OK]
row: 3, col: 3 | got: f463, expected f463 [OK]
row: 3, col: 4 | got: e099, expected e099 [OK]
row: 3, col: 5 | got: f76b, expected f76b [OK]
row: 3, col: 6 | got: 24c4, expected 24c4 [OK]
row: 3, col: 7 | got: b790, expected b790 [OK]
row: 3, col: 8 | got: fbcf, expected fbcf [OK]
row: 3, col: 9 | got: 1a19, expected 1a19 [OK]
row: 3, col: 10 | got: 3565, expected 3565 [OK]
row: 3, col: 11 | got: 396a, expected 396a [OK]
row: 3, col: 12 | got: ec13, expected ec13 [OK]
row: 3, col: 13 | got: d9c9, expected d9c9 [OK]
row: 3, col: 14 | got: 48c, expected 48c [OK]
row: 3, col: 15 | got: e18d, expected e18d [OK]
row: 4, col: 0 | got: b47a, expected b47a [OK]
row: 4, col: 1 | got: bb35, expected bb35 [OK]
row: 4, col: 2 | got: 4330, expected 4330 [OK]
row: 4, col: 3 | got: 75eb, expected 75eb [OK]
row: 4, col: 4 | got: 272d, expected 272d [OK]
row: 4, col: 5 | got: 474b, expected 474b [OK]
row: 4, col: 6 | got: 1bd1, expected 1bd1 [OK]
row: 4, col: 7 | got: f941, expected f941 [OK]
row: 4, col: 8 | got: 634e, expected 634e [OK]
row: 4, col: 9 | got: fddf, expected fddf [OK]
row: 4, col: 10 | got: 4bea, expected 4bea [OK]
row: 4, col: 11 | got: 2c7b, expected 2c7b [OK]
row: 4, col: 12 | got: ce5, expected ce5 [OK]
row: 4, col: 13 | got: e46e, expected e46e [OK]
row: 4, col: 14 | got: ee08, expected ee08 [OK]
row: 4, col: 15 | got: 3a, expected 3a [OK]
row: 5, col: 0 | got: 9c98, expected 9c98 [OK]
row: 5, col: 1 | got: 4576, expected 4576 [OK]
row: 5, col: 2 | got: 1065, expected 1065 [OK]
row: 5, col: 3 | got: ff36, expected ff36 [OK]
row: 5, col: 4 | got: a298, expected a298 [OK]
row: 5, col: 5 | got: 9000, expected 9000 [OK]
row: 5, col: 6 | got: ccdd, expected ccdd [OK]
row: 5, col: 7 | got: 84a1, expected 84a1 [OK]
row: 5, col: 8 | got: 336c, expected 336c [OK]
row: 5, col: 9 | got: 379b, expected 379b [OK]
row: 5, col: 10 | got: f9cf, expected f9cf [OK]
row: 5, col: 11 | got: 4680, expected 4680 [OK]
row: 5, col: 12 | got: 9dc1, expected 9dc1 [OK]
row: 5, col: 13 | got: 3e9e, expected 3e9e [OK]
row: 5, col: 14 | got: 8618, expected 8618 [OK]
row: 5, col: 15 | got: 3679, expected 3679 [OK]
row: 6, col: 0 | got: 88a6, expected 88a6 [OK]
row: 6, col: 1 | got: d467, expected d467 [OK]
row: 6, col: 2 | got: ae1c, expected ae1c [OK]
row: 6, col: 3 | got: ab73, expected ab73 [OK]
row: 6, col: 4 | got: 931, expected 931 [OK]
row: 6, col: 5 | got: f0db, expected f0db [OK]
row: 6, col: 6 | got: fca7, expected fca7 [OK]
row: 6, col: 7 | got: 1867, expected 1867 [OK]
row: 6, col: 8 | got: 31d8, expected 31d8 [OK]
row: 6, col: 9 | got: f34b, expected f34b [OK]
row: 6, col: 10 | got: fe4a, expected fe4a [OK]
row: 6, col: 11 | got: dce7, expected dce7 [OK]
row: 6, col: 12 | got: 3842, expected 3842 [OK]
row: 6, col: 13 | got: c3dd, expected c3dd [OK]
row: 6, col: 14 | got: 161, expected 161 [OK]
row: 6, col: 15 | got: 461a, expected 461a [OK]
row: 7, col: 0 | got: ee2, expected ee2 [OK]
row: 7, col: 1 | got: 1a50, expected 1a50 [OK]
row: 7, col: 2 | got: db11, expected db11 [OK]
row: 7, col: 3 | got: 400, expected 400 [OK]
row: 7, col: 4 | got: 226b, expected 226b [OK]
row: 7, col: 5 | got: e2f5, expected e2f5 [OK]
row: 7, col: 6 | got: d486, expected d486 [OK]
row: 7, col: 7 | got: fd8c, expected fd8c [OK]
row: 7, col: 8 | got: 3886, expected 3886 [OK]
row: 7, col: 9 | got: f773, expected f773 [OK]
row: 7, col: 10 | got: 2c97, expected 2c97 [OK]
row: 7, col: 11 | got: 9975, expected 9975 [OK]
row: 7, col: 12 | got: ec69, expected ec69 [OK]
row: 7, col: 13 | got: 77d7, expected 77d7 [OK]
row: 7, col: 14 | got: 4a14, expected 4a14 [OK]
row: 7, col: 15 | got: a11f, expected a11f [OK]
row: 8, col: 0 | got: bbfb, expected bbfb [OK]
row: 8, col: 1 | got: fe57, expected fe57 [OK]
row: 8, col: 2 | got: ec76, expected ec76 [OK]
row: 8, col: 3 | got: fccd, expected fccd [OK]
row: 8, col: 4 | got: 1ea1, expected 1ea1 [OK]
row: 8, col: 5 | got: 23c3, expected 23c3 [OK]
row: 8, col: 6 | got: b26e, expected b26e [OK]
row: 8, col: 7 | got: 43fc, expected 43fc [OK]
row: 8, col: 8 | got: ed27, expected ed27 [OK]
row: 8, col: 9 | got: 1e77, expected 1e77 [OK]
row: 8, col: 10 | got: c2a0, expected c2a0 [OK]
row: 8, col: 11 | got: 7f5e, expected 7f5e [OK]
row: 8, col: 12 | got: 331f, expected 331f [OK]
row: 8, col: 13 | got: ec7f, expected ec7f [OK]
row: 8, col: 14 | got: f66e, expected f66e [OK]
row: 8, col: 15 | got: 1fc8, expected 1fc8 [OK]
row: 9, col: 0 | got: b2bf, expected b2bf [OK]
row: 9, col: 1 | got: 191c, expected 191c [OK]
row: 9, col: 2 | got: f371, expected f371 [OK]
row: 9, col: 3 | got: 316, expected 316 [OK]
row: 9, col: 4 | got: 46bf, expected 46bf [OK]
row: 9, col: 5 | got: d997, expected d997 [OK]
row: 9, col: 6 | got: b3b9, expected b3b9 [OK]
row: 9, col: 7 | got: 2ad8, expected 2ad8 [OK]
row: 9, col: 8 | got: f992, expected f992 [OK]
row: 9, col: 9 | got: 7ec, expected 7ec [OK]
row: 9, col: 10 | got: e2a7, expected e2a7 [OK]
row: 9, col: 11 | got: 4279, expected 4279 [OK]
row: 9, col: 12 | got: 2674, expected 2674 [OK]
row: 9, col: 13 | got: 149d, expected 149d [OK]
row: 9, col: 14 | got: 402e, expected 402e [OK]
row: 9, col: 15 | got: ef11, expected ef11 [OK]
row: 10, col: 0 | got: 633e, expected 633e [OK]
row: 10, col: 1 | got: fdbf, expected fdbf [OK]
row: 10, col: 2 | got: ebdc, expected ebdc [OK]
row: 10, col: 3 | got: 67db, expected 67db [OK]
row: 10, col: 4 | got: b791, expected b791 [OK]
row: 10, col: 5 | got: b90d, expected b90d [OK]
row: 10, col: 6 | got: 5281, expected 5281 [OK]
row: 10, col: 7 | got: d09e, expected d09e [OK]
row: 10, col: 8 | got: a786, expected a786 [OK]
row: 10, col: 9 | got: c975, expected c975 [OK]
row: 10, col: 10 | got: cc28, expected cc28 [OK]
row: 10, col: 11 | got: 7cf7, expected 7cf7 [OK]
row: 10, col: 12 | got: de67, expected de67 [OK]
row: 10, col: 13 | got: b5c, expected b5c [OK]
row: 10, col: 14 | got: f8b2, expected f8b2 [OK]
row: 10, col: 15 | got: f920, expected f920 [OK]
row: 11, col: 0 | got: d071, expected d071 [OK]
row: 11, col: 1 | got: e545, expected e545 [OK]
row: 11, col: 2 | got: 560c, expected 560c [OK]
row: 11, col: 3 | got: 9942, expected 9942 [OK]
row: 11, col: 4 | got: 1fb3, expected 1fb3 [OK]
row: 11, col: 5 | got: 2986, expected 2986 [OK]
row: 11, col: 6 | got: ed1b, expected ed1b [OK]
row: 11, col: 7 | got: 1f0a, expected 1f0a [OK]
row: 11, col: 8 | got: 575e, expected 575e [OK]
row: 11, col: 9 | got: e8a1, expected e8a1 [OK]
row: 11, col: 10 | got: 35e9, expected 35e9 [OK]
row: 11, col: 11 | got: efc1, expected efc1 [OK]
row: 11, col: 12 | got: 27a2, expected 27a2 [OK]
row: 11, col: 13 | got: fe60, expected fe60 [OK]
row: 11, col: 14 | got: 1522, expected 1522 [OK]
row: 11, col: 15 | got: 1314, expected 1314 [OK]
row: 12, col: 0 | got: d402, expected d402 [OK]
row: 12, col: 1 | got: f835, expected f835 [OK]
row: 12, col: 2 | got: 10b, expected 10b [OK]
row: 12, col: 3 | got: 27ed, expected 27ed [OK]
row: 12, col: 4 | got: e29a, expected e29a [OK]
row: 12, col: 5 | got: 2026, expected 2026 [OK]
row: 12, col: 6 | got: ecc7, expected ecc7 [OK]
row: 12, col: 7 | got: 2517, expected 2517 [OK]
row: 12, col: 8 | got: b826, expected b826 [OK]
row: 12, col: 9 | got: 31c8, expected 31c8 [OK]
row: 12, col: 10 | got: a1e7, expected a1e7 [OK]
row: 12, col: 11 | got: 7846, expected 7846 [OK]
row: 12, col: 12 | got: 145f, expected 145f [OK]
row: 12, col: 13 | got: ae7a, expected ae7a [OK]
row: 12, col: 14 | got: ac1f, expected ac1f [OK]
row: 12, col: 15 | got: 5227, expected 5227 [OK]
row: 13, col: 0 | got: b751, expected b751 [OK]
row: 13, col: 1 | got: fc07, expected fc07 [OK]
row: 13, col: 2 | got: 36a6, expected 36a6 [OK]
row: 13, col: 3 | got: 5b7, expected 5b7 [OK]
row: 13, col: 4 | got: e302, expected e302 [OK]
row: 13, col: 5 | got: b6f8, expected b6f8 [OK]
row: 13, col: 6 | got: eed5, expected eed5 [OK]
row: 13, col: 7 | got: ced0, expected ced0 [OK]
row: 13, col: 8 | got: 1d10, expected 1d10 [OK]
row: 13, col: 9 | got: 3d12, expected 3d12 [OK]
row: 13, col: 10 | got: 69c, expected 69c [OK]
row: 13, col: 11 | got: af5a, expected af5a [OK]
row: 13, col: 12 | got: eeec, expected eeec [OK]
row: 13, col: 13 | got: 110d, expected 110d [OK]
row: 13, col: 14 | got: be8, expected be8 [OK]
row: 13, col: 15 | got: da28, expected da28 [OK]
row: 14, col: 0 | got: 63c5, expected 63c5 [OK]
row: 14, col: 1 | got: fabd, expected fabd [OK]
row: 14, col: 2 | got: e310, expected e310 [OK]
row: 14, col: 3 | got: d97c, expected d97c [OK]
row: 14, col: 4 | got: f69d, expected f69d [OK]
row: 14, col: 5 | got: fce, expected fce [OK]
row: 14, col: 6 | got: 51b7, expected 51b7 [OK]
row: 14, col: 7 | got: c18a, expected c18a [OK]
row: 14, col: 8 | got: 206b, expected 206b [OK]
row: 14, col: 9 | got: d2ba, expected d2ba [OK]
row: 14, col: 10 | got: 60c1, expected 60c1 [OK]
row: 14, col: 11 | got: d836, expected d836 [OK]
row: 14, col: 12 | got: da3b, expected da3b [OK]
row: 14, col: 13 | got: 2d5, expected 2d5 [OK]
row: 14, col: 14 | got: 1016, expected 1016 [OK]
row: 14, col: 15 | got: dd00, expected dd00 [OK]
row: 15, col: 0 | got: 397f, expected 397f [OK]
row: 15, col: 1 | got: 22d9, expected 22d9 [OK]
row: 15, col: 2 | got: acf8, expected acf8 [OK]
row: 15, col: 3 | got: 4e3e, expected 4e3e [OK]
row: 15, col: 4 | got: f5b2, expected f5b2 [OK]
row: 15, col: 5 | got: f4e7, expected f4e7 [OK]
row: 15, col: 6 | got: f22a, expected f22a [OK]
row: 15, col: 7 | got: f168, expected f168 [OK]
row: 15, col: 8 | got: c1, expected c1 [OK]
row: 15, col: 9 | got: 16bc, expected 16bc [OK]
row: 15, col: 10 | got: ff27, expected ff27 [OK]
row: 15, col: 11 | got: 9701, expected 9701 [OK]
row: 15, col: 12 | got: ba85, expected ba85 [OK]
row: 15, col: 13 | got: 72c6, expected 72c6 [OK]
row: 15, col: 14 | got: fd48, expected fd48 [OK]
row: 15, col: 15 | got: aea0, expected aea0 [OK]
All tests passed. No errors detected.
total time: 0.000133. total_compute: 0.000001.ops_rate: 61796455.678004. compute_ops_rate: 8284482416.693095
