FULL SYSTEM TEST
---------------
Populating A and B...
Calculating reference values of C...
CWRITE: low word, high word, address 0 | 0 @300 @308
data word val, addr: 76a88cc4c89acf12 | 118
data word val, addr: 8aa38b4314dab723 | 218
data word val, addr: 54391cdf74dea5fd | 120
data word val, addr: e8707c6b600e6e00 | 220
data word val, addr: c41c8fdbdf191655 | 128
data word val, addr: 6f934dd3a911fd84 | 228
data word val, addr: c2fcf5a032e64d0b | 130
data word val, addr: c213631913f96200 | 230
data word val, addr: f635b14499a927ce | 138
data word val, addr: 3a34ae2e07d86d34 | 238
data word val, addr: e5aa9a0041b672aa | 100
data word val, addr: dccf6fe6ce3c95cb | 200
data word val, addr: 9400fbcbc1b8e220 | 108
data word val, addr: 75313cee71883554 | 208
data word val, addr: 883f1de9a82c4ba7 | 110
data word val, addr: 5f0554abe0c264bc | 210
data word val, addr: 339b40094e7c5036 | 118
data word val, addr: 24b0dd2e521228ae | 218
data word val, addr: 3378c378b4e63c1e | 120
data word val, addr: d49da6cf512bf0e3 | 220
data word val, addr: a3c6749b02497ff4 | 128
data word val, addr: b0eb447b940ef41e | 228
data word val, addr: 98a351e4245aafd4 | 130
data word val, addr: 2afe24373ade445a | 230
data word val, addr: 85d6726b9cfe084c | 138
data word val, addr: f4f6f3e5f8fe19b8 | 238
data word val, addr: ebf5bd1a50e0aa55 | 200
data word val, addr: 3b9212959ac4ab1a | 208
data word val, addr: 57b3b47b5d3977f9 | 210
data word val, addr: 6c9c2f2f400c13a6 | 218
data word val, addr: 15ddb2235d7e3903 | 220
data word val, addr: 30898b075032cd8 | 228
data word val, addr: cbc795b1c1652ab9 | 230
data word val, addr: c3ae0389755033e5 | 238
data word val, addr: 3549e8f2a632e2c | 200
data word val, addr: b5b1a5f87ec192ca | 208
data word val, addr: bf1d23607272bd0d | 210
data word val, addr: b3836ddedfb3eee6 | 218
data word val, addr: f5d97ba84534a35d | 220
data word val, addr: 3fc5258a4250b281 | 228
data word val, addr: 99f02f1696d112a9 | 230
data word val, addr: 79640e6a03283ea8 | 238
data word val, addr: 68b71fab5170133b | 200
data word val, addr: 28741377982c4912 | 208
data word val, addr: 22f577415969f75a | 210
data word val, addr: 8aa38b4314dab723 | 218
data word val, addr: e8707c6b600e6e00 | 220
data word val, addr: 6f934dd3a911fd84 | 228
data word val, addr: c213631913f96200 | 230
data word val, addr: 3a34ae2e07d86d34 | 238
data word val, addr: dccf6fe6ce3c95cb | 200
data word val, addr: 75313cee71883554 | 208
data word val, addr: 5f0554abe0c264bc | 210
data word val, addr: 24b0dd2e521228ae | 218
data word val, addr: d49da6cf512bf0e3 | 220
data word val, addr: b0eb447b940ef41e | 228
data word val, addr: 2afe24373ade445a | 230
data word val, addr: f4f6f3e5f8fe19b8 | 238
Performing Calculation...
Reading Output from C...
low word, high word, address 3782f5ab2264d28e | 2510c828322dc518 @300 @308
low word, high word, address eb1c011abf7d35fd | be0222dbb52185c6 @310 @318
low word, high word, address 4db76c0946c316fc | e737e14097961f0e @320 @328
low word, high word, address 5d5cd3afbd7469f | 14413a33fd289539 @330 @338
low word, high word, address cbe494dfa2472d34 | b27343110fb675b3 @340 @348
low word, high word, address b8c127e7d550334b | 98e37553c6dc2899 @350 @358
low word, high word, address dae414a410d2e43c | fbbbe0677437eac9 @360 @368
low word, high word, address cf70fb551c76dc78 | 93cc637acad6ab49 @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 68b83dd53e122faf | 100
data word val, addr: 8a379c92e517132e | 200
data word val, addr: f0116070818d552b | 108
data word val, addr: b9917702d1d86963 | 208
data word val, addr: 2e37ea6eb060e52f | 110
data word val, addr: 2715f8cc270acb90 | 210
data word val, addr: aec4c2c3c676be4e | 118
data word val, addr: bbea812b8097697a | 218
data word val, addr: 19de678a9698361f | 120
data word val, addr: ec7bfbbd50b03fe8 | 220
data word val, addr: 9465b35e94958d4d | 128
data word val, addr: 6a7b9130039ca450 | 228
data word val, addr: 6fd583f922e40691 | 130
data word val, addr: 22d15e94f44dbd6e | 230
data word val, addr: f46f6c8593d49ecc | 138
data word val, addr: f2690bda5b9596a4 | 238
data word val, addr: f0da3247fb316e3d | 100
data word val, addr: 462da51515613c18 | 200
data word val, addr: ae8e2c4c67d09632 | 108
data word val, addr: 2e82c4151d74d095 | 208
data word val, addr: 25f70178515a4893 | 110
data word val, addr: 92de1634f3ee86f7 | 210
data word val, addr: 50ed62c18e17eebd | 118
data word val, addr: d65fcf3bcde57a | 218
data word val, addr: a9cdc760fd4762c2 | 120
data word val, addr: f7020e1ba579fc26 | 220
data word val, addr: 871d48996c8a673e | 128
data word val, addr: dc3204cbdd3aecd9 | 228
data word val, addr: fa112e18a0d9ca74 | 130
data word val, addr: cefaf140a3f19b78 | 230
data word val, addr: 3aa6d0e78975f1bc | 138
data word val, addr: 5b09d5acc7777ed1 | 238
data word val, addr: b1a1938d6e80b40c | 100
data word val, addr: 82f09a9d08985ba1 | 200
data word val, addr: c8c64bfbd348e5ac | 108
data word val, addr: a84ff07a57018927 | 208
data word val, addr: 596b684a4dc41e0f | 110
data word val, addr: cc77ec38ce625deb | 210
data word val, addr: 76a88cc4c89acf12 | 118
data word val, addr: 9466f2f575cb6563 | 218
data word val, addr: 54391cdf74dea5fd | 120
data word val, addr: 8852c7d37fe25f99 | 220
data word val, addr: c41c8fdbdf191655 | 128
data word val, addr: 77722e9bdec6a05c | 228
data word val, addr: c2fcf5a032e64d0b | 130
data word val, addr: 6211f386748e8052 | 230
data word val, addr: f635b14499a927ce | 138
data word val, addr: 21f6c8ab7ab72764 | 238
data word val, addr: e5aa9a0041b672aa | 100
data word val, addr: 9eafb6225789c1ca | 200
data word val, addr: 9400fbcbc1b8e220 | 108
data word val, addr: ca19a061f89443da | 208
data word val, addr: 883f1de9a82c4ba7 | 110
data word val, addr: 6e75547f48976545 | 210
data word val, addr: 339b40094e7c5036 | 118
data word val, addr: 75e533149ad203e7 | 218
data word val, addr: 3378c378b4e63c1e | 120
data word val, addr: 31ae029b18e11172 | 220
data word val, addr: a3c6749b02497ff4 | 128
data word val, addr: d631361f6a671584 | 228
data word val, addr: 98a351e4245aafd4 | 130
data word val, addr: a5969bc6d1df5b08 | 230
data word val, addr: 85d6726b9cfe084c | 138
data word val, addr: 201b78a08991eb7 | 238
data word val, addr: 8a379c92e517132e | 200
data word val, addr: b9917702d1d86963 | 208
data word val, addr: 2715f8cc270acb90 | 210
data word val, addr: bbea812b8097697a | 218
data word val, addr: ec7bfbbd50b03fe8 | 220
data word val, addr: 6a7b9130039ca450 | 228
data word val, addr: 22d15e94f44dbd6e | 230
data word val, addr: f2690bda5b9596a4 | 238
data word val, addr: 462da51515613c18 | 200
data word val, addr: 2e82c4151d74d095 | 208
data word val, addr: 92de1634f3ee86f7 | 210
data word val, addr: d65fcf3bcde57a | 218
data word val, addr: f7020e1ba579fc26 | 220
data word val, addr: dc3204cbdd3aecd9 | 228
data word val, addr: cefaf140a3f19b78 | 230
data word val, addr: 5b09d5acc7777ed1 | 238
data word val, addr: 82f09a9d08985ba1 | 200
data word val, addr: a84ff07a57018927 | 208
data word val, addr: cc77ec38ce625deb | 210
data word val, addr: 9466f2f575cb6563 | 218
data word val, addr: 8852c7d37fe25f99 | 220
data word val, addr: 77722e9bdec6a05c | 228
data word val, addr: 6211f386748e8052 | 230
data word val, addr: 21f6c8ab7ab72764 | 238
data word val, addr: 9eafb6225789c1ca | 200
data word val, addr: ca19a061f89443da | 208
data word val, addr: 6e75547f48976545 | 210
data word val, addr: 75e533149ad203e7 | 218
data word val, addr: 31ae029b18e11172 | 220
data word val, addr: d631361f6a671584 | 228
data word val, addr: a5969bc6d1df5b08 | 230
data word val, addr: 201b78a08991eb7 | 238
Performing Calculation...
Reading Output from C...
low word, high word, address ff478d23ea3fec13 | 17b316e4e6974f8f @300 @308
low word, high word, address 377be97b05033ef1 | 773401e330ee01b @310 @318
low word, high word, address 6684108ac543a3cb | 919579b23578bb6 @320 @328
low word, high word, address 4be693af36d9b42 | f792ea53de75e615 @330 @338
low word, high word, address fec909babeff2918 | 1d72f91d0f103340 @340 @348
low word, high word, address 240a8d3a057e0e0b | f54e0c3d25629ffe @350 @358
low word, high word, address 1b29ddbd1675aa0e | e514d65549792733 @360 @368
low word, high word, address 18a25848532f115a | 8f8d04921a06139a @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 68b83dd53e122faf | 100
data word val, addr: 5f7b462cd5721e20 | 200
data word val, addr: f0116070818d552b | 108
data word val, addr: 793c0e34b8e6b904 | 208
data word val, addr: 2e37ea6eb060e52f | 110
data word val, addr: 16823833ceef8b | 210
data word val, addr: aec4c2c3c676be4e | 118
data word val, addr: e5bb890cdd16880f | 218
data word val, addr: 19de678a9698361f | 120
data word val, addr: fb35bedbe83c975f | 220
data word val, addr: 9465b35e94958d4d | 128
data word val, addr: d9a44293f6ab6a16 | 228
data word val, addr: 6fd583f922e40691 | 130
data word val, addr: 72657735606f7080 | 230
data word val, addr: f46f6c8593d49ecc | 138
data word val, addr: 71a6b3852f3aa358 | 238
data word val, addr: f0da3247fb316e3d | 100
data word val, addr: d91298c7e3d13f17 | 200
data word val, addr: ae8e2c4c67d09632 | 108
data word val, addr: 42a4ba7efe36e833 | 208
data word val, addr: 25f70178515a4893 | 110
data word val, addr: 83aef14e278cae42 | 210
data word val, addr: 50ed62c18e17eebd | 118
data word val, addr: e1e8ef620c04b056 | 218
data word val, addr: a9cdc760fd4762c2 | 120
data word val, addr: db47073d6e4bc224 | 220
data word val, addr: 871d48996c8a673e | 128
data word val, addr: 6e558d8c2f318152 | 228
data word val, addr: fa112e18a0d9ca74 | 130
data word val, addr: 940ba33abd227f0e | 230
data word val, addr: 3aa6d0e78975f1bc | 138
data word val, addr: c1b576a58595fafa | 238
data word val, addr: b1a1938d6e80b40c | 100
data word val, addr: dc08b997072d7e81 | 200
data word val, addr: c8c64bfbd348e5ac | 108
data word val, addr: b49c3a0d1b43212b | 208
data word val, addr: 596b684a4dc41e0f | 110
data word val, addr: 3dad76dc0a5870aa | 210
data word val, addr: 76a88cc4c89acf12 | 118
data word val, addr: db0d43a4b88e8526 | 218
data word val, addr: 54391cdf74dea5fd | 120
data word val, addr: 184101e4ec9ce0ab | 220
data word val, addr: c41c8fdbdf191655 | 128
data word val, addr: e627c86a746017ec | 228
data word val, addr: c2fcf5a032e64d0b | 130
data word val, addr: dadcf5e0ae9c7150 | 230
data word val, addr: f635b14499a927ce | 138
data word val, addr: d949e37f91aa7c7e | 238
data word val, addr: e5aa9a0041b672aa | 100
data word val, addr: ae5e71f125daf02d | 200
data word val, addr: 9400fbcbc1b8e220 | 108
data word val, addr: 966c17ef46da9cc2 | 208
data word val, addr: 883f1de9a82c4ba7 | 110
data word val, addr: 1358bf23197cc9a2 | 210
data word val, addr: 339b40094e7c5036 | 118
data word val, addr: a4ce14a480debfb7 | 218
data word val, addr: 3378c378b4e63c1e | 120
data word val, addr: 18e0808c6f13d574 | 220
data word val, addr: a3c6749b02497ff4 | 128
data word val, addr: e7770a2cd732022f | 228
data word val, addr: 98a351e4245aafd4 | 130
data word val, addr: 33c3e9fa94057d2a | 230
data word val, addr: 85d6726b9cfe084c | 138
data word val, addr: 236059524349f6ca | 238
data word val, addr: 5f7b462cd5721e20 | 200
data word val, addr: 793c0e34b8e6b904 | 208
data word val, addr: 16823833ceef8b | 210
data word val, addr: e5bb890cdd16880f | 218
data word val, addr: fb35bedbe83c975f | 220
data word val, addr: d9a44293f6ab6a16 | 228
data word val, addr: 72657735606f7080 | 230
data word val, addr: 71a6b3852f3aa358 | 238
data word val, addr: d91298c7e3d13f17 | 200
data word val, addr: 42a4ba7efe36e833 | 208
data word val, addr: 83aef14e278cae42 | 210
data word val, addr: e1e8ef620c04b056 | 218
data word val, addr: db47073d6e4bc224 | 220
data word val, addr: 6e558d8c2f318152 | 228
data word val, addr: 940ba33abd227f0e | 230
data word val, addr: c1b576a58595fafa | 238
data word val, addr: dc08b997072d7e81 | 200
data word val, addr: b49c3a0d1b43212b | 208
data word val, addr: 3dad76dc0a5870aa | 210
data word val, addr: db0d43a4b88e8526 | 218
data word val, addr: 184101e4ec9ce0ab | 220
data word val, addr: e627c86a746017ec | 228
data word val, addr: dadcf5e0ae9c7150 | 230
data word val, addr: d949e37f91aa7c7e | 238
data word val, addr: ae5e71f125daf02d | 200
data word val, addr: 966c17ef46da9cc2 | 208
data word val, addr: 1358bf23197cc9a2 | 210
data word val, addr: a4ce14a480debfb7 | 218
data word val, addr: 18e0808c6f13d574 | 220
data word val, addr: e7770a2cd732022f | 228
data word val, addr: 33c3e9fa94057d2a | 230
data word val, addr: 236059524349f6ca | 238
Performing Calculation...
Reading Output from C...
low word, high word, address f53db2fbb0d42f0d | f7027524a0ceadd6 @300 @308
low word, high word, address d083142f37b257a2 | 353941f38ca2cbb1 @310 @318
low word, high word, address 31614167fd3ff022 | 3b1e5246eb030299 @320 @328
low word, high word, address 77ce71a31afb53d | cf973e97ef1e5549 @330 @338
low word, high word, address e442cc97705724b2 | 1eb7db89918bc6ba @340 @348
low word, high word, address 191a7c826fa2f70b | f8cf9ae898fb3568 @350 @358
low word, high word, address 108604b8773a2f53 | 716b3fd8c28e19c @360 @368
low word, high word, address 592bdebfdf31a5b4 | e7f6d961a782d4f6 @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 68b83dd53e122faf | 100
data word val, addr: b78bda737eeddb9f | 200
data word val, addr: f0116070818d552b | 108
data word val, addr: 2caa5a6e844a7060 | 208
data word val, addr: 2e37ea6eb060e52f | 110
data word val, addr: cec2e1aa249c0221 | 210
data word val, addr: aec4c2c3c676be4e | 118
data word val, addr: ad90f730be5ecc65 | 218
data word val, addr: 19de678a9698361f | 120
data word val, addr: 766dc5fc47b9e4b6 | 220
data word val, addr: 9465b35e94958d4d | 128
data word val, addr: 9b7b384be26b7f2d | 228
data word val, addr: 6fd583f922e40691 | 130
data word val, addr: 2e4cf552f1d02e0d | 230
data word val, addr: f46f6c8593d49ecc | 138
data word val, addr: a62c12ed66114168 | 238
data word val, addr: f0da3247fb316e3d | 100
data word val, addr: 97010f918eb8d4de | 200
data word val, addr: ae8e2c4c67d09632 | 108
data word val, addr: a1959ed2747309fa | 208
data word val, addr: 25f70178515a4893 | 110
data word val, addr: e3f60499a98592f9 | 210
data word val, addr: 50ed62c18e17eebd | 118
data word val, addr: f243ed5e1f5864ea | 218
data word val, addr: a9cdc760fd4762c2 | 120
data word val, addr: 85366ea328f4ea57 | 220
data word val, addr: 871d48996c8a673e | 128
data word val, addr: d1ebda790effcf7 | 228
data word val, addr: fa112e18a0d9ca74 | 130
data word val, addr: 1250f8f1dd5becd3 | 230
data word val, addr: 3aa6d0e78975f1bc | 138
data word val, addr: f5f4473cb61d3456 | 238
data word val, addr: b1a1938d6e80b40c | 100
data word val, addr: dd55f9bfab49e73e | 200
data word val, addr: c8c64bfbd348e5ac | 108
data word val, addr: ef440dd34f334f2 | 208
data word val, addr: 596b684a4dc41e0f | 110
data word val, addr: 21f991d712ac796f | 210
data word val, addr: 76a88cc4c89acf12 | 118
data word val, addr: 6f471ffe41380251 | 218
data word val, addr: 54391cdf74dea5fd | 120
data word val, addr: ee18064a9917ab55 | 220
data word val, addr: c41c8fdbdf191655 | 128
data word val, addr: 22f792392cc276d2 | 228
data word val, addr: c2fcf5a032e64d0b | 130
data word val, addr: e2d20d3fc808c471 | 230
data word val, addr: f635b14499a927ce | 138
data word val, addr: bcbe9b9bcb70991d | 238
data word val, addr: e5aa9a0041b672aa | 100
data word val, addr: 589e01adf27d6344 | 200
data word val, addr: 9400fbcbc1b8e220 | 108
data word val, addr: 98d5f0913d909f65 | 208
data word val, addr: 883f1de9a82c4ba7 | 110
data word val, addr: 9d9f6e755e1a731d | 210
data word val, addr: 339b40094e7c5036 | 118
data word val, addr: d86fcfdceb093950 | 218
data word val, addr: 3378c378b4e63c1e | 120
data word val, addr: 11e14b5084a54f63 | 220
data word val, addr: a3c6749b02497ff4 | 128
data word val, addr: 46d7b6455a9526ba | 228
data word val, addr: 98a351e4245aafd4 | 130
data word val, addr: cae52a44e8c4e8e3 | 230
data word val, addr: 85d6726b9cfe084c | 138
data word val, addr: 87dc434da3c7932d | 238
data word val, addr: b78bda737eeddb9f | 200
data word val, addr: 2caa5a6e844a7060 | 208
data word val, addr: cec2e1aa249c0221 | 210
data word val, addr: ad90f730be5ecc65 | 218
data word val, addr: 766dc5fc47b9e4b6 | 220
data word val, addr: 9b7b384be26b7f2d | 228
data word val, addr: 2e4cf552f1d02e0d | 230
data word val, addr: a62c12ed66114168 | 238
data word val, addr: 97010f918eb8d4de | 200
data word val, addr: a1959ed2747309fa | 208
data word val, addr: e3f60499a98592f9 | 210
data word val, addr: f243ed5e1f5864ea | 218
data word val, addr: 85366ea328f4ea57 | 220
data word val, addr: d1ebda790effcf7 | 228
data word val, addr: 1250f8f1dd5becd3 | 230
data word val, addr: f5f4473cb61d3456 | 238
data word val, addr: dd55f9bfab49e73e | 200
data word val, addr: ef440dd34f334f2 | 208
data word val, addr: 21f991d712ac796f | 210
data word val, addr: 6f471ffe41380251 | 218
data word val, addr: ee18064a9917ab55 | 220
data word val, addr: 22f792392cc276d2 | 228
data word val, addr: e2d20d3fc808c471 | 230
data word val, addr: bcbe9b9bcb70991d | 238
data word val, addr: 589e01adf27d6344 | 200
data word val, addr: 98d5f0913d909f65 | 208
data word val, addr: 9d9f6e755e1a731d | 210
data word val, addr: d86fcfdceb093950 | 218
data word val, addr: 11e14b5084a54f63 | 220
data word val, addr: 46d7b6455a9526ba | 228
data word val, addr: cae52a44e8c4e8e3 | 230
data word val, addr: 87dc434da3c7932d | 238
Performing Calculation...
Reading Output from C...
low word, high word, address ce7f5d29444088d8 | aa2cfd3f39d9e926 @300 @308
low word, high word, address 901187b5a3db984 | 586a8351233967ab @310 @318
low word, high word, address 768782dffd03c2b2 | 2a3d3bd7c96de04d @320 @328
low word, high word, address 3f19a08dacdea466 | e89097a7ce47b5d2 @330 @338
low word, high word, address e0f662d3681b0dec | c93220b453a64777 @340 @348
low word, high word, address 5c8b86d29de82fd8 | 90045b0eaa741136 @350 @358
low word, high word, address f536fe86e2c14d13 | 1a78efe504b4a5f9 @360 @368
low word, high word, address f1bc0a57465ef594 | dec791711cc9fee2 @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 10b65de9dd66c984 | 100
data word val, addr: ebf5bd1a50e0aa55 | 200
data word val, addr: 7f0b9689f59c5797 | 108
data word val, addr: 3b9212959ac4ab1a | 208
data word val, addr: 65052df13cc28a48 | 110
data word val, addr: 57b3b47b5d3977f9 | 210
data word val, addr: 708dd18195f292b9 | 118
data word val, addr: 6c9c2f2f400c13a6 | 218
data word val, addr: 5d9236963062a319 | 120
data word val, addr: 15ddb2235d7e3903 | 220
data word val, addr: 8052490d21cdc75a | 128
data word val, addr: 30898b075032cd8 | 228
data word val, addr: 9deaa3ddc15a8eef | 130
data word val, addr: cbc795b1c1652ab9 | 230
data word val, addr: a27527627c4a92dd | 138
data word val, addr: c3ae0389755033e5 | 238
data word val, addr: 4c4128cea2a9c3bd | 100
data word val, addr: 3549e8f2a632e2c | 200
data word val, addr: db952c8560ce0a91 | 108
data word val, addr: b5b1a5f87ec192ca | 208
data word val, addr: b7c99241fb6c4897 | 110
data word val, addr: bf1d23607272bd0d | 210
data word val, addr: 44c63fe68f80c6fc | 118
data word val, addr: b3836ddedfb3eee6 | 218
data word val, addr: 1dd13d71cfd5ac4 | 120
data word val, addr: f5d97ba84534a35d | 220
data word val, addr: 89814cdd154eaa9c | 128
data word val, addr: 3fc5258a4250b281 | 228
data word val, addr: dde019abe89668 | 130
data word val, addr: 99f02f1696d112a9 | 230
data word val, addr: e87cc0695c2d6638 | 138
data word val, addr: 79640e6a03283ea8 | 238
data word val, addr: 1b9c02626af97459 | 100
data word val, addr: 68b71fab5170133b | 200
data word val, addr: 7031242f68f4c0cc | 108
data word val, addr: 28741377982c4912 | 208
data word val, addr: b1eac96c2135506b | 110
data word val, addr: 22f577415969f75a | 210
data word val, addr: 2465f8e2908aee3d | 118
data word val, addr: 8aa38b4314dab723 | 218
data word val, addr: fc17e9f487589b60 | 120
data word val, addr: e8707c6b600e6e00 | 220
data word val, addr: 4dd1543b43228f34 | 128
data word val, addr: 6f934dd3a911fd84 | 228
data word val, addr: bd2bedb8166060a5 | 130
data word val, addr: c213631913f96200 | 230
data word val, addr: 6f0a9300fea21931 | 138
data word val, addr: 3a34ae2e07d86d34 | 238
data word val, addr: 553e354e69bf162b | 100
data word val, addr: dccf6fe6ce3c95cb | 200
data word val, addr: ccd4b808a5ee133a | 108
data word val, addr: 75313cee71883554 | 208
data word val, addr: 96f8bfba07680aa6 | 110
data word val, addr: 5f0554abe0c264bc | 210
data word val, addr: ee357fa79f38c7e3 | 118
data word val, addr: 24b0dd2e521228ae | 218
data word val, addr: 66a5b58f105058ec | 120
data word val, addr: d49da6cf512bf0e3 | 220
data word val, addr: 9a59943b5a32daae | 128
data word val, addr: b0eb447b940ef41e | 228
data word val, addr: 47ecd01b9045af84 | 130
data word val, addr: 2afe24373ade445a | 230
data word val, addr: 22450cc9fbcd4087 | 138
data word val, addr: f4f6f3e5f8fe19b8 | 238
data word val, addr: ebf5bd1a50e0aa55 | 200
data word val, addr: 3b9212959ac4ab1a | 208
data word val, addr: 57b3b47b5d3977f9 | 210
data word val, addr: 6c9c2f2f400c13a6 | 218
data word val, addr: 15ddb2235d7e3903 | 220
data word val, addr: 30898b075032cd8 | 228
data word val, addr: cbc795b1c1652ab9 | 230
data word val, addr: c3ae0389755033e5 | 238
data word val, addr: 3549e8f2a632e2c | 200
data word val, addr: b5b1a5f87ec192ca | 208
data word val, addr: bf1d23607272bd0d | 210
data word val, addr: b3836ddedfb3eee6 | 218
data word val, addr: f5d97ba84534a35d | 220
data word val, addr: 3fc5258a4250b281 | 228
data word val, addr: 99f02f1696d112a9 | 230
data word val, addr: 79640e6a03283ea8 | 238
data word val, addr: 68b71fab5170133b | 200
data word val, addr: 28741377982c4912 | 208
data word val, addr: 22f577415969f75a | 210
data word val, addr: 8aa38b4314dab723 | 218
data word val, addr: e8707c6b600e6e00 | 220
data word val, addr: 6f934dd3a911fd84 | 228
data word val, addr: c213631913f96200 | 230
data word val, addr: 3a34ae2e07d86d34 | 238
data word val, addr: dccf6fe6ce3c95cb | 200
data word val, addr: 75313cee71883554 | 208
data word val, addr: 5f0554abe0c264bc | 210
data word val, addr: 24b0dd2e521228ae | 218
data word val, addr: d49da6cf512bf0e3 | 220
data word val, addr: b0eb447b940ef41e | 228
data word val, addr: 2afe24373ade445a | 230
data word val, addr: f4f6f3e5f8fe19b8 | 238
Performing Calculation...
Reading Output from C...
low word, high word, address 47240f096aa5decb | 1c1b1d5bf839242b @300 @308
low word, high word, address 711bd22bc57aeb4c | ca7fe355897a7155 @310 @318
low word, high word, address 7a0a22580ff6e547 | c9560cd0f3aae541 @320 @328
low word, high word, address 1add1180d041d31 | acba65f36687f925 @330 @338
low word, high word, address 9437e8de39c2f652 | 169f018b181038a8 @340 @348
low word, high word, address fff7f7e8e2d4f964 | f7842e52b43f1bae @350 @358
low word, high word, address da01f3ff219d2121 | 35055be0ea19aaf @360 @368
low word, high word, address 487275ec78e0a01c | 3da7e1f4a2846d8b @370 @378
CWRITE: low word, high word, address 0 | 0 @300 @308
CWRITE: low word, high word, address 0 | 0 @310 @318
CWRITE: low word, high word, address 0 | 0 @320 @328
CWRITE: low word, high word, address 0 | 0 @330 @338
CWRITE: low word, high word, address 0 | 0 @340 @348
CWRITE: low word, high word, address 0 | 0 @350 @358
CWRITE: low word, high word, address 0 | 0 @360 @368
CWRITE: low word, high word, address 0 | 0 @370 @378
Loading A and B into AFU...
data word val, addr: 10b65de9dd66c984 | 100
data word val, addr: 8a379c92e517132e | 200
